Soil Moisture,Temperature,Humidity,Time,Status
29,29,28,16,1
59,36,47,81,1
81,10,32,4,0
50,12,37,59,1
12,19,21,45,1
53,16,37,52,1
72,16,32,78,1
87,10,65,31,0
26,14,20,86,0
79,15,55,59,0
59,13,35,3,1
64,29,36,77,1
87,36,35,20,0
68,3,38,35,0
39,25,41,66,1
39,17,23,102,0
61,25,54,6,1
9,34,44,23,1
77,43,62,24,0
30,31,28,39,1
52,39,22,76,1
38,28,28,98,0
32,44,54,67,1
54,4,31,0,0
25,41,63,95,0
27,30,70,33,1
38,6,27,49,0
9,24,24,15,1
69,18,45,1,1
47,29,61,76,1
65,14,48,72,0
86,37,63,33,0
39,37,43,19,1
18,15,37,108,0
19,16,64,17,1
37,0,29,17,0
47,19,57,48,0
89,28,22,35,0
5,28,50,47,1
20,35,55,5,1
82,16,52,79,0
81,18,35,21,0
42,7,70,42,1
29,7,31,10,1
88,45,47,64,1
77,20,34,36,0
34,34,68,106,0
83,41,39,36,0
10,31,50,52,1
4,22,62,57,1
8,35,29,28,1
64,17,51,55,0
35,5,70,67,0
58,3,60,89,0
89,37,41,4,0
50,41,62,87,1
68,0,43,67,0
55,19,61,105,0
47,35,60,14,1
8,7,53,30,1
63,37,45,73,1
69,32,34,16,0
43,8,48,77,0
76,29,21,52,1
79,8,63,72,0
5,17,67,15,1
63,44,42,103,0
16,23,63,4,1
1,44,54,11,1
8,25,55,72,1
64,42,66,17,0
43,40,68,7,1
60,39,51,26,0
60,41,69,70,1
6,16,50,30,0
27,24,65,68,1
32,17,27,85,0
12,11,44,70,1
26,0,21,48,0
57,17,67,107,0
84,42,31,100,0
83,25,60,59,0
4,40,24,71,1
62,23,21,63,1
22,45,22,10,1
68,0,34,1,0
83,30,38,109,0
8,24,65,66,1
8,9,27,48,1
52,44,67,50,1
64,24,31,47,0
53,44,62,13,1
42,44,57,20,1
83,29,53,84,1
54,22,27,88,0
35,1,37,56,0
90,34,59,23,0
73,38,47,2,0
87,6,64,110,0
62,25,40,24,0
14,32,23,109,0
28,25,47,35,0
6,18,26,64,1
52,37,42,24,1
61,6,36,60,1
50,43,48,49,1
78,18,39,58,1
23,3,66,49,1
46,6,66,28,1
29,13,69,101,0
7,25,24,10,1
63,13,44,89,1
56,39,56,71,1
26,13,25,80,0
84,9,27,43,0
62,1,31,102,0
13,15,28,16,1
41,2,69,99,0
24,36,30,16,1
50,9,28,52,0
41,38,28,100,0
50,16,62,90,0
83,31,65,50,1
28,19,37,89,1
80,23,66,106,0
25,43,40,58,1
42,20,67,24,1
21,34,40,94,0
6,30,26,81,1
5,23,33,108,0
64,29,23,59,1
45,16,56,30,0
33,36,30,23,1
40,25,23,13,1
48,28,23,108,0
90,12,50,34,0
50,11,28,55,0
15,18,26,43,1
5,4,58,49,1
5,42,33,47,1
32,6,34,60,1
62,35,32,2,1
88,28,32,96,0
75,3,46,25,0
83,45,37,105,0
13,37,39,37,1
54,16,51,84,0
22,30,67,46,1
65,5,28,96,0
33,22,31,63,0
24,11,48,29,1
71,33,36,101,0
65,1,38,101,0
39,9,63,90,0
38,42,37,70,1
32,23,57,38,1
73,2,56,49,0
6,15,69,50,1
39,45,49,25,1
11,2,67,38,1
71,13,20,20,0
80,10,25,67,0
52,34,54,13,1
68,31,58,70,1
18,42,69,36,1
29,25,61,90,0
3,17,60,96,0
5,34,31,91,0
8,33,60,21,1
34,33,48,21,1
41,3,24,82,0
65,36,49,10,0
4,2,20,15,1
67,39,51,22,0
69,3,29,25,0
1,33,57,74,1
34,2,21,61,0
23,45,33,9,1
57,6,36,5,0
54,40,39,6,1
81,17,65,70,1
37,11,43,71,1
56,14,58,1,1
17,4,42,44,1
12,32,40,71,1
75,0,33,99,0
42,27,27,38,1
72,19,51,7,0
22,41,56,59,1
11,8,61,56,1
60,32,29,69,1
90,2,61,30,0
51,3,28,63,0
68,11,55,43,0
26,9,26,9,0
71,10,47,62,0
43,33,57,88,1
2,32,32,37,1
1,0,58,103,0
14,4,32,48,1
36,7,35,44,1
34,23,32,6,1
33,28,27,65,1
28,13,22,24,1
61,39,52,64,1
89,17,59,46,0
67,20,62,44,0
50,31,59,17,1
20,24,64,11,1
35,11,43,66,1
46,45,51,72,1
29,15,51,67,0
62,21,45,30,0
88,40,21,10,0
48,37,50,65,1
36,41,64,56,1
30,41,50,89,1
48,22,48,96,0
61,6,27,57,0
49,7,28,72,0
8,27,49,83,1
83,24,42,46,1
88,36,68,8,0
23,8,52,110,0
9,29,34,42,1
74,14,56,50,0
50,0,41,23,0
69,42,47,105,0
25,23,46,15,1
32,44,23,21,1
20,26,54,33,1
5,17,43,71,1
44,29,48,107,0
42,8,61,73,0
3,22,61,57,1
70,32,32,105,0
89,22,50,14,0
66,35,35,26,0
37,30,53,92,0
37,8,44,92,0
49,41,66,99,0
30,5,47,99,0
72,34,28,102,0
48,10,36,9,0
84,34,33,23,0
58,6,42,34,1
3,12,69,78,1
16,40,52,48,1
79,18,45,96,0
65,12,37,47,1
76,26,31,28,0
48,12,59,64,0
55,0,61,48,0
14,42,39,45,1
86,24,20,97,0
83,17,61,32,0
66,19,54,28,0
62,29,70,88,1
88,34,40,21,0
22,10,39,40,1
53,20,36,93,0
57,25,40,47,1
10,41,55,24,1
56,24,42,23,1
15,11,39,103,0
57,27,60,59,0
67,41,56,59,1
4,1,34,60,1
53,37,45,16,1
67,32,61,95,0
85,20,58,14,0
3,15,57,75,1
25,5,30,23,1
34,3,27,110,0
8,12,65,14,1
34,43,55,73,1
9,22,30,90,1
87,22,57,51,0
67,31,41,29,0
77,6,28,63,0
74,33,40,24,0
73,16,26,36,0
18,43,59,9,1
50,15,57,96,0
87,42,32,73,1
58,15,68,72,1
88,0,56,100,0
36,37,66,91,0
3,29,64,92,0
88,29,61,28,0
45,10,26,19,1
59,21,60,29,1
30,33,46,103,0
66,37,54,20,0
60,4,52,101,0
44,23,28,16,1
44,9,53,105,0
3,13,36,71,1
10,11,47,25,1
42,5,26,84,0
77,26,55,10,0
60,39,53,59,1
33,27,46,70,1
80,26,47,32,0
39,28,26,27,1
80,12,29,86,0
84,15,35,33,0
37,12,52,67,0
84,25,68,68,1
29,37,37,98,0
28,2,41,80,0
35,7,20,51,0
10,1,58,59,1
89,13,63,58,0
89,34,26,13,0
67,37,30,61,1
64,35,61,1,1
82,28,48,8,0
63,22,52,45,1
23,43,24,100,0
11,30,62,63,1
40,15,70,106,0
9,19,32,108,0
26,16,30,94,0
35,27,45,43,1
53,40,70,66,1
23,23,42,42,1
18,29,39,8,1
78,3,36,29,0
28,31,22,31,1
56,26,30,18,1
71,21,27,34,0
61,30,33,73,1
62,5,62,86,0
56,33,35,95,0
45,24,63,51,0
81,10,61,27,0
10,35,37,66,1
30,6,21,89,0
34,2,45,74,0
20,22,39,110,0
8,13,24,96,0
8,29,31,48,1
4,32,28,7,1
65,35,22,0,1
5,28,65,71,1
69,14,32,76,1
36,2,20,53,0
68,13,25,25,0
68,38,54,26,0
71,1,52,80,0
87,14,37,71,1
19,36,36,5,1
67,0,29,5,0
33,39,20,26,1
75,24,49,84,1
48,19,25,85,0
35,2,21,64,0
68,21,22,15,0
48,15,48,96,0
12,31,64,31,1
73,21,57,30,0
27,8,49,65,0
5,1,49,108,0
9,38,21,20,1
27,45,49,3,1
4,16,37,103,0
12,3,59,36,1
61,29,68,72,1
72,27,65,33,0
73,5,44,84,0
17,32,46,27,1
3,9,50,59,1
1,41,48,63,1
85,23,58,29,0
78,1,54,109,0
44,19,25,110,0
74,7,60,109,0
40,12,51,32,1
56,12,45,20,1
13,4,32,70,1
64,5,48,56,0
18,27,43,92,0
37,26,45,46,1
69,3,65,107,0
22,26,70,19,1
24,6,40,0,0
44,34,64,48,1
15,10,49,45,1
28,12,31,84,0
45,27,25,88,1
85,9,46,70,0
55,33,50,20,1
51,30,49,77,1
80,1,40,70,0
32,34,65,64,1
62,22,64,77,1
9,11,20,4,1
67,20,31,10,0
44,8,69,77,1
31,25,24,16,1
25,5,39,93,0
49,37,59,89,1
80,43,66,65,1
54,20,69,0,1
33,27,63,32,1
10,23,66,48,1
9,20,47,94,0
40,26,69,56,1
8,37,21,3,1
28,10,65,12,1
15,25,52,6,1
43,41,52,38,1
55,33,44,42,1
9,33,35,37,1
74,30,42,73,1
43,4,44,10,1
22,19,44,24,1
31,28,65,13,1
65,33,55,110,0
4,6,63,25,1
48,15,34,70,1
89,19,67,10,0
55,26,21,49,1
31,4,37,0,0
3,23,55,37,1
54,9,50,40,0
18,18,39,41,1
17,5,50,78,1
79,38,29,1,0
10,16,35,91,0
31,15,69,10,1
80,41,37,88,1
47,27,26,50,1
8,32,27,50,1
17,9,66,14,1
7,32,55,79,1
82,2,58,17,0
52,23,45,41,1
28,15,49,10,1
31,4,57,6,0
41,19,60,80,0
64,3,34,68,1
54,17,34,15,1
63,23,30,94,0
54,39,56,69,1
56,10,33,61,1
19,44,24,5,1
51,5,61,29,1
57,32,28,49,1
50,18,45,70,1
72,7,20,64,0
53,44,22,7,1
82,3,53,74,0
75,21,47,24,0
43,5,35,55,1
8,1,47,5,0
26,18,48,94,0
54,2,36,47,0
69,34,39,74,1
52,35,63,76,1
77,22,61,99,0
75,12,41,0,0
59,32,53,33,0
25,29,57,78,1
41,38,45,54,1
44,0,40,18,0
86,40,46,109,0
6,19,69,91,0
14,21,47,30,1
22,30,48,107,0
67,40,42,62,1
16,24,45,22,0
47,37,40,9,1
67,18,59,40,0
62,45,32,80,1
4,16,54,103,0
60,42,64,74,1
10,0,23,108,0
52,38,61,65,1
68,3,70,97,0
8,37,51,97,0
72,11,42,99,0
12,44,40,93,0
22,8,28,54,0
3,18,45,103,0
30,16,58,33,0
32,13,60,51,0
37,42,45,19,1
28,14,67,69,1
9,22,24,106,0
72,24,35,17,0
42,44,68,83,1
85,15,52,100,0
83,5,49,108,0
55,6,44,103,0
51,4,38,33,1
66,37,42,1,1
67,33,22,59,1
41,13,56,21,1
40,37,70,102,0
79,16,24,58,0
32,9,55,48,0
68,6,66,24,0
59,43,49,6,1
2,1,53,2,0
38,43,62,13,1
73,9,48,106,0
11,37,31,98,0
22,36,64,2,1
59,45,61,89,1
60,43,59,29,0
37,35,65,80,1
23,1,31,19,0
58,22,40,101,0
33,29,52,31,1
77,4,62,62,0
27,22,62,79,0
26,18,60,77,0
67,35,49,80,1
73,16,63,40,0
90,37,27,54,1
83,14,68,97,0
39,32,66,17,1
15,23,25,15,1
76,36,56,52,1
41,34,70,91,0
69,10,38,42,1
44,45,36,72,1
18,33,37,76,1
81,8,36,22,0
5,40,25,4,1
48,13,31,72,0
10,18,38,20,1
37,7,35,64,1
56,32,69,95,0
76,9,40,11,0
67,33,38,79,1
74,29,46,4,0
13,32,43,64,1
7,39,44,41,1
45,15,62,81,0
75,30,60,97,0
41,23,21,17,1
34,22,37,13,1
47,34,58,66,1
31,6,53,27,1
10,27,58,74,1
53,35,66,99,0
36,8,34,14,0
59,7,34,81,1
18,19,23,103,0
41,28,69,3,1
13,13,30,29,1
28,20,66,61,1
69,40,65,2,1
35,35,49,19,1
18,19,37,54,1
79,33,25,21,0
15,25,28,79,1
78,12,70,52,1
66,3,23,40,0
75,18,61,11,0
10,20,66,8,1
60,15,54,85,0
30,9,54,75,0
46,38,23,73,1
89,1,37,2,0
9,45,64,75,1
29,42,67,92,0
35,10,51,58,0
84,25,69,49,1
48,26,60,76,0
39,35,41,71,1
10,26,56,42,1
44,9,22,4,0
78,18,47,12,0
47,21,30,78,0
68,21,52,108,0
12,1,25,72,1
74,1,58,66,0
14,12,50,101,0
1,37,70,98,0
28,20,40,51,1
23,10,61,15,1
29,34,47,102,0
41,35,62,19,1
14,21,36,95,0
80,14,38,92,0
80,24,34,109,0
56,24,29,97,0
46,33,63,100,0
41,34,35,105,0
32,23,63,41,0
85,14,23,8,0
61,37,45,108,0
63,19,34,60,1
48,44,51,91,0
75,35,23,72,1
4,31,45,25,1
1,6,50,95,0
42,5,57,48,0
53,3,67,24,1
42,35,20,26,1
13,1,44,48,1
5,12,51,78,1
40,25,44,51,1
71,27,38,81,1
63,4,51,62,0
52,20,61,92,0
76,38,61,49,1
24,31,25,108,0
29,35,65,2,1
88,0,59,18,0
12,29,53,40,1
37,30,53,110,0
16,9,23,70,1
74,13,52,80,0
65,23,64,69,1
26,21,48,95,0
23,24,39,86,1
14,21,63,59,1
31,18,21,91,0
81,30,64,52,1
4,11,22,58,1
72,41,64,100,0
15,6,43,88,1
81,18,55,91,0
12,30,65,81,1
12,6,37,83,1
40,28,46,41,1
64,30,30,7,1
49,22,70,99,0
23,19,32,87,1
36,30,38,75,1
90,43,21,49,1
32,13,70,23,1
21,9,41,55,1
67,22,37,68,1
65,36,56,17,0
33,8,37,57,1
39,6,32,99,0
24,26,58,12,1
67,16,58,37,0
78,3,62,13,0
14,5,48,64,1
59,34,32,59,1
43,12,34,91,0
88,32,65,90,1
51,33,37,98,0
45,10,34,77,1
34,45,70,52,1
37,5,23,97,0
70,45,35,19,0
23,40,47,88,1
90,42,45,94,0
1,28,66,38,1
68,15,44,10,0
89,12,54,42,0
3,17,42,82,1
86,7,32,4,0
37,17,40,90,1
38,42,65,107,0
32,6,33,56,1
73,31,63,33,0
24,42,68,34,1
81,24,43,108,0
47,7,57,31,1
22,4,62,105,0
33,27,42,54,1
61,19,46,102,0
26,1,69,75,0
55,3,47,64,0
8,5,45,2,0
89,44,37,41,1
42,9,43,82,0
9,4,22,47,1
48,13,36,51,1
89,45,50,96,0
18,40,45,26,1
6,33,42,69,1
1,5,23,7,0
7,12,61,77,1
41,32,65,68,1
13,26,28,79,1
61,38,61,103,0
34,36,35,63,1
38,17,36,88,1
74,4,30,75,0
70,3,63,21,0
12,1,55,48,1
44,19,41,106,0
57,3,41,80,0
24,24,55,81,1
89,11,46,95,0
17,33,64,66,1
45,3,45,61,0
49,22,29,93,0
40,7,60,57,0
26,35,39,48,1
60,19,50,68,1
2,5,31,34,1
40,16,24,98,0
36,14,52,103,0
48,29,68,49,1
8,9,45,5,0
25,0,53,10,0
57,37,24,79,1
5,43,70,80,1
88,19,68,0,0
48,41,28,6,1
70,16,23,48,0
38,25,51,87,1
49,40,63,50,1
71,37,54,17,0
42,20,25,94,0
56,1,34,52,0
43,34,53,8,1
66,11,67,76,1
57,8,31,11,1
1,9,54,70,1
74,6,47,11,0
88,9,51,84,0
62,5,68,5,0
20,1,67,92,0
57,15,69,102,0
80,29,45,77,1
79,33,39,57,1
82,5,60,31,0
62,6,20,61,0
83,33,43,57,1
54,33,30,50,1
60,7,30,61,0
27,32,56,57,1
81,11,59,21,0
86,42,58,110,0
64,4,28,29,0
63,3,61,99,0
32,40,62,36,1
18,21,22,72,1
37,26,20,88,1
42,19,49,100,0
25,32,24,53,1
42,41,68,59,1
7,37,42,97,0
74,38,65,90,1
49,44,34,61,1
74,6,38,79,0
7,11,68,38,1
51,12,47,7,1
56,0,53,96,0
22,41,44,90,1
30,16,65,90,1
72,18,31,98,0
10,30,50,10,1
3,40,50,17,1
25,43,67,80,1
58,19,21,4,1
42,16,55,12,0
17,45,58,2,1
53,41,51,9,1
15,14,33,0,1
77,14,20,46,0
13,25,35,51,1
17,34,62,37,1
78,20,64,6,0
33,22,70,105,0
27,28,42,83,1
60,24,27,30,0
86,0,66,67,0
45,9,60,61,0
50,25,70,101,0
4,32,63,13,1
7,15,37,44,1
60,20,38,49,1
40,43,27,97,0
11,39,22,46,1
89,35,52,61,1
10,20,66,10,1
68,2,28,108,0
71,6,40,80,0
90,39,47,39,0
78,12,45,4,0
28,17,20,105,0
4,15,67,60,1
56,38,66,92,0
23,42,27,83,1
26,13,33,62,1
5,0,27,76,1
45,28,49,56,1
65,18,43,44,1
64,23,51,67,1
61,10,66,37,0
13,45,58,98,0
50,7,30,70,0
53,9,62,31,1
62,26,27,97,0
73,23,46,57,1
61,26,37,69,1
76,21,55,23,0
79,26,41,48,1
82,38,32,94,0
21,44,28,110,0
30,3,33,41,1
69,43,65,15,0
25,28,40,27,1
4,3,58,83,1
50,22,62,36,1
53,38,42,15,1
53,34,69,17,1
17,2,60,100,0
72,7,68,4,0
29,1,31,96,0
3,28,30,102,0
81,25,32,3,0
74,22,51,0,0
51,10,47,54,0
36,0,70,13,0
31,30,59,48,1
23,13,68,86,1
90,32,27,99,0
34,0,34,30,0
83,41,29,15,0
73,2,32,98,0
88,24,66,74,1
4,7,33,108,0
58,3,69,74,0
6,44,36,96,0
17,2,46,70,1
22,38,30,37,1
5,7,48,55,1
33,11,29,60,0
60,26,60,32,0
19,1,46,40,1
48,18,69,82,1
58,1,63,14,0
87,23,62,106,0
31,37,62,37,1
62,1,64,1,0
8,27,27,14,1
61,42,38,45,1
69,33,66,59,1
24,45,33,96,0
63,7,49,14,0
9,43,40,74,1
66,32,66,87,1
22,25,53,73,1
68,11,25,94,0
30,35,40,61,1
61,25,47,23,0
52,22,56,85,0
53,31,23,82,1
89,37,29,55,1
1,27,45,51,1
44,9,25,86,0
55,29,64,32,1
84,12,69,90,1
25,36,34,44,1
79,16,46,1,0
87,19,61,30,0
2,8,38,72,1
54,10,35,23,1
79,1,49,99,0
61,26,52,104,0
47,10,24,85,0
60,41,30,46,1
58,19,40,82,1
31,25,57,18,0
74,18,55,91,0
22,41,28,84,1
27,20,69,68,1
36,35,26,16,1
24,22,67,47,1
35,20,41,6,1
11,35,56,108,0
37,1,30,45,0
8,29,36,75,1
63,25,46,56,1
38,9,62,29,0
34,38,47,0,1
81,44,69,35,0
83,29,52,95,0
15,13,38,4,1
18,6,36,90,1
21,33,41,41,1
32,13,54,27,1
26,3,69,5,0
29,23,27,39,1
30,30,41,24,1
45,9,30,29,1
29,39,29,73,1
27,8,59,41,0
12,26,21,27,1
45,8,54,90,0
66,27,54,56,1
31,16,47,56,1
46,30,30,34,1
47,43,67,61,1
16,12,59,11,1
83,0,65,103,0
18,23,40,48,1
23,35,54,9,1
14,36,51,46,1
80,14,56,75,0
87,16,20,61,0
46,32,36,61,1
22,20,65,100,0
78,36,43,78,1
43,7,49,19,1
52,29,70,54,1
60,45,28,80,1
67,6,49,15,0
82,30,52,59,1
62,42,67,109,0
40,9,64,49,1
8,32,25,15,1
26,11,30,78,0
49,28,27,3,1
70,17,56,10,0
64,9,22,2,0
48,7,29,66,0
38,7,63,100,0
83,23,54,65,1
40,42,41,19,1
90,36,31,18,0
71,0,39,87,0
43,4,35,87,1
43,35,49,13,1
74,7,40,79,0
11,19,36,34,1
5,15,55,108,0
15,33,50,37,1
78,11,22,51,0
90,8,42,9,0
26,6,32,32,1
10,44,52,37,1
1,44,41,64,1
51,6,40,80,0
37,27,24,7,1
55,10,37,21,1
46,36,34,84,1
32,1,59,17,0
25,25,39,100,0
26,29,36,71,1
8,7,26,26,1
46,19,48,1,1
6,0,43,27,0
55,31,25,29,1
19,5,51,104,0
79,40,49,97,0
48,25,56,1,1
55,14,33,26,1
76,23,49,13,0
6,17,55,97,0
51,6,64,76,1
6,13,26,29,1
33,44,61,21,1
68,37,20,24,0
38,2,34,8,0
21,27,26,39,1
46,4,29,87,0
83,20,59,52,0
83,8,41,87,0
27,11,30,49,0
34,40,29,96,0
48,16,60,77,0
62,12,24,41,0
55,13,54,107,0
55,21,29,65,0
13,45,39,70,1
10,23,60,47,1
33,28,64,34,1
71,28,42,95,0
86,35,21,102,0
79,8,48,37,0
11,37,33,67,1
51,41,26,57,1
52,20,28,42,0
66,34,22,99,0
69,35,67,99,0
39,39,56,94,0
1,28,48,40,1
7,22,31,93,0
56,21,51,47,1
82,36,62,37,0
27,44,46,67,1
19,31,60,63,1
14,40,21,58,1
1,26,24,99,0
35,30,70,105,0
51,35,58,14,0
66,41,63,37,0
75,23,61,52,0
61,13,44,34,0
26,45,20,46,1
80,19,50,45,1
23,13,56,31,1
40,41,66,17,1
46,38,49,9,1
81,44,70,88,1
44,43,60,5,1
33,4,30,76,0
43,35,20,87,1
53,25,41,11,1
44,26,57,30,1
24,44,37,17,1
9,22,20,93,0
4,19,64,68,1
36,17,32,99,0
50,27,62,92,0
84,7,59,63,0
45,40,22,106,0
33,2,51,69,0
26,11,53,81,0
35,8,57,66,0
83,26,60,18,0
12,29,53,31,1
5,18,37,109,0
10,44,58,51,1
46,39,66,71,1
28,42,42,21,1
76,8,23,6,0
55,23,60,96,0
88,26,37,2,0
72,27,62,96,0
19,23,64,100,0
32,6,55,37,1
82,8,63,83,0
56,42,20,81,1
29,33,22,47,1
84,31,66,55,1
60,21,64,92,0
60,15,39,8,1
31,8,61,83,0
8,0,24,85,1
58,22,29,68,0
45,8,62,100,0
59,36,34,22,1
59,45,32,40,1
73,43,28,86,1
69,17,33,83,1
8,39,59,23,1
27,4,68,27,1
42,33,21,57,1
25,29,67,45,1
83,17,57,22,0
13,19,34,59,1
78,29,23,103,0
12,29,41,62,1
72,40,37,31,0
57,18,68,89,1
31,12,51,108,0
72,27,48,64,1
88,16,39,11,0
86,13,49,33,0
22,24,68,63,1
50,15,29,78,0
18,14,63,93,0
67,45,67,94,0
31,26,62,28,1
43,13,50,76,0
75,16,48,54,0
30,31,42,65,1
57,11,55,106,0
30,2,33,50,1
18,28,54,31,1
90,34,35,96,0
24,14,22,15,1
31,2,54,58,0
12,30,51,106,0
70,29,48,54,1
57,7,66,78,1
39,44,62,31,1
41,15,44,55,1
55,14,56,82,0
64,34,29,64,1
2,34,55,60,1
59,32,54,61,1
73,19,64,81,1
82,7,31,31,0
53,4,23,95,0
88,29,56,74,1
25,6,32,90,1
23,18,45,46,1
57,6,26,108,0
39,43,20,3,1
79,34,32,105,0
23,33,47,99,0
78,7,60,25,0
33,12,59,31,1
43,2,45,105,0
13,1,39,74,1
44,15,49,18,1
77,35,46,103,0
51,38,62,91,0
51,7,35,62,1
84,16,22,88,0
73,44,56,41,1
86,15,35,80,1
83,37,39,95,0
38,19,30,23,1
74,15,36,55,1
52,13,62,93,0
63,44,45,102,0
22,9,38,64,1
47,39,59,61,1
23,7,35,97,0
7,13,35,51,1
14,35,52,102,0
72,8,29,74,0
86,16,45,24,0
34,10,68,34,1
83,38,62,28,0
54,30,49,92,0
84,25,30,25,0
7,7,34,25,1
87,22,54,91,0
45,5,65,28,1
84,14,50,2,0
33,23,60,32,1
53,19,58,99,0
81,21,33,83,1
22,36,62,17,1
10,15,49,4,1
43,26,32,12,1
82,38,38,70,1
59,20,59,53,0
87,17,67,74,1
49,5,55,84,0
79,25,70,96,0
55,2,41,108,0
68,22,32,72,1
33,28,52,89,1
54,31,56,34,1
53,38,37,52,1
25,11,52,23,1
64,2,27,42,0
12,14,25,24,1
61,44,47,107,0
59,1,35,97,0
90,42,68,98,0
66,25,49,70,1
19,31,29,40,1
68,41,61,42,1
52,32,39,89,1
36,34,65,100,0
35,43,57,10,1
77,37,58,37,0
88,14,50,53,0
26,8,48,40,0
50,30,39,76,1
5,1,38,109,0
68,40,48,103,0
67,33,59,18,0
43,44,53,85,1
2,29,22,37,1
80,38,28,81,1
24,12,62,64,0
71,24,53,21,0
31,28,49,63,1
63,15,50,95,0
83,11,65,79,1
27,31,53,77,1
54,43,21,102,0
82,23,30,80,0
43,45,48,92,0
33,24,36,75,1
7,0,52,95,0
35,37,47,99,0
50,31,66,17,1
81,7,65,25,0
54,11,48,7,1
86,25,56,50,1
42,6,37,62,1
16,13,28,50,1
42,21,30,106,0
56,39,23,102,0
9,2,34,105,0
8,20,40,80,1
47,16,54,62,0
9,22,58,40,1
10,41,33,46,1
32,5,47,100,0
25,25,26,105,0
17,21,65,27,1
44,31,50,101,0
38,23,41,36,1
86,21,27,47,0
27,12,33,27,1
32,9,37,69,1
15,29,27,17,1
43,37,45,46,1
86,36,69,34,0
41,45,25,95,0
11,29,26,16,1
77,40,65,1,0
81,30,49,90,1
31,22,57,8,1
40,40,34,107,0
49,37,51,29,1
88,33,21,17,0
41,28,34,23,1
16,16,68,58,1
46,27,45,48,1
60,30,21,53,1
39,18,45,62,1
73,16,46,58,1
48,17,32,30,0
48,22,54,94,0
13,32,45,76,1
56,4,28,73,0
27,44,28,101,0
59,12,22,68,0
17,0,48,75,1
86,4,51,70,0
15,34,34,35,1
38,6,58,93,0
30,41,45,84,1
69,9,32,74,1
37,19,57,84,0
5,23,40,81,1
19,40,40,18,1
21,5,61,103,0
16,10,55,1,0
75,10,50,44,0
20,6,60,64,1
45,7,52,23,1
56,18,51,29,1
19,16,55,19,0
50,40,29,12,1
28,45,67,8,1
78,14,28,24,0
26,34,66,64,1
77,11,35,33,0
25,11,25,74,0
62,1,66,98,0
57,28,68,91,0
89,12,62,90,0
65,44,57,33,0
70,41,53,51,1
8,13,65,68,1
51,15,33,29,1
26,16,31,69,0
6,30,45,58,1
48,28,47,54,1
79,31,63,25,0
56,36,42,79,1
28,32,23,20,1
27,29,30,99,0
68,16,20,3,1
69,31,51,108,0
85,19,40,57,1
66,4,27,4,0
33,37,45,34,1
60,23,28,107,0
25,21,26,76,0
85,0,43,61,0
5,18,64,103,0
7,14,25,99,0
15,15,39,66,1
71,42,35,10,0
32,7,55,55,0
14,29,20,98,0
89,26,41,92,0
90,4,53,38,0
11,31,61,39,1
71,25,39,60,1
65,0,29,13,0
51,37,62,2,1
69,43,35,50,1
7,6,49,44,1
19,40,65,42,1
68,17,45,8,1
57,25,68,8,1
39,13,60,48,0
74,10,48,105,0
27,36,57,59,1
28,12,49,51,0
8,25,21,107,0
56,40,41,12,1
77,17,38,79,1
77,1,43,54,0
24,6,32,59,1
17,14,55,64,1
44,12,26,68,0
18,16,56,86,1
7,21,34,18,1
75,18,62,42,0
25,12,45,106,0
51,20,33,46,1
61,2,33,6,0
49,14,39,49,1
77,17,37,6,0
64,33,35,17,0
30,17,32,28,0
49,34,62,26,1
43,33,68,30,1
19,7,25,60,1
32,42,39,14,1
29,9,40,50,1
51,12,64,24,1
87,27,40,76,1
8,27,32,9,1
78,1,48,75,0
24,42,68,35,1
39,21,43,32,1
4,29,55,93,0
9,36,39,57,1
46,4,36,107,0
34,27,20,67,1
86,0,31,22,0
82,22,28,40,0
23,25,48,61,1
68,36,29,79,1
66,33,60,87,1
29,15,56,95,0
43,45,44,100,0
77,16,55,86,0
13,37,35,49,1
61,32,51,38,0
17,19,36,80,1
65,25,70,49,1
64,2,28,64,0
25,42,34,47,1
89,32,68,25,0
40,43,35,28,1
37,15,60,91,0
81,19,53,66,0
40,31,46,49,1
14,39,28,34,1
7,3,21,84,1
41,34,40,16,1
20,39,43,33,1
70,9,46,88,0
77,19,20,16,0
31,44,69,35,1
59,24,37,102,0
44,19,52,59,0
47,11,28,95,0
4,37,44,10,1
29,26,24,52,1
5,37,26,43,1
75,7,61,27,0
26,1,33,31,0
24,25,53,90,1
88,26,59,26,0
25,14,21,107,0
25,7,39,16,1
29,40,68,36,1
69,6,47,104,0
3,34,44,95,0
61,23,61,35,0
66,18,40,32,0
3,37,39,14,1
73,19,29,106,0
16,21,43,66,1
61,1,28,67,0
84,43,47,26,0
41,36,66,5,1
85,16,45,10,0
37,45,32,39,1
46,1,44,68,0
57,30,23,64,1
51,0,52,68,0
28,40,64,20,1
29,4,31,19,1
74,13,52,69,0
43,31,58,92,0
63,38,68,105,0
20,42,44,70,1
29,35,69,54,1
15,10,42,89,1
47,21,64,105,0
25,41,54,38,1
44,15,22,110,0
5,1,23,89,1
83,35,43,55,1
85,15,64,37,0
68,21,37,61,1
75,27,46,32,0
90,43,51,73,1
15,44,63,75,1
41,10,69,31,1
63,37,70,59,1
22,29,51,56,1
12,9,45,69,1
85,19,31,67,0
73,27,48,19,0
82,31,57,104,0
52,14,58,45,0
88,11,41,83,1
8,32,32,76,1
71,31,37,99,0
4,16,53,26,0
22,35,67,87,1
57,18,68,72,1
37,24,67,22,1
